-1; 24; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 24; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 24; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 24; 2; -1
-1; 24; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 24; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 24; 2; -1
-1; 24; 2; -1
-1; 24; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 24; 2; -1
-1; 24; 2; -1
-1; 24; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 3; -1
-1; 23; 2; -1
-1; 24; 2; -1
-1; 23; 3; -1
-1; 24; 3; -1
-1; 24; 2; -1
-1; 24; 3; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 24; 3; -1
-1; 24; 3; -1
-1; 24; 2; -1
-1; 24; 2; -1
-1; 23; 2; -1
-1; 23; 3; -1
-1; 23; 3; -1
-1; 23; 2; -1
-1; 23; 3; -1
-1; 23; 2; -1
-1; 23; 3; -1
-1; 23; 3; -1
-1; 23; 2; -1
-1; 23; 3; -1
-1; 23; 2; -1
-1; 23; 3; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 3; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 3; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 3; -1
-1; 24; 3; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 3; -1
-1; 23; 3; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 23; 3; -1
-1; 23; 3; -1
-1; 23; 2; -1
-1; 24; 3; -1
-1; 24; 3; -1
-1; 24; 2; -1
-1; 24; 2; -1
-1; 24; 3; -1
-1; 23; 3; -1
-1; 23; 2; -1
-1; 23; 2; -1
-1; 24; 3; -1
-1; 24; 3; -1
-1; 23; 3; -1
-1; 24; 2; -1
-1; 23; 3; -1
-1; 23; 2; -1
-1; 23; 3; -1
-1; 24; 2; -1
-1; 24; 2; -1
-1; 23; 3; -1
-1; 24; 3; -1
-1; 24; 2; -1
-1; 23; 3; -1
-1; 23; 2; -1
-1; 24; 3; -1
-1; 24; 3; -1
-1; 23; 2; -1
-1; 24; 2; -1
